name	type	units	sampling_frequency
FP1	eeg	uV	5000
FP2	eeg	uV	5000
F3	eeg	uV	5000
F4	eeg	uV	5000
C3	eeg	uV	5000
C4	eeg	uV	5000
P3	eeg	uV	5000
P4	eeg	uV	5000
O1	eeg	uV	5000
O2	eeg	uV	5000
F7	eeg	uV	5000
F8	eeg	uV	5000
T7	eeg	uV	5000
T8	eeg	uV	5000
P7	eeg	uV	5000
P8	eeg	uV	5000
FZ	eeg	uV	5000
CZ	eeg	uV	5000
PZ	eeg	uV	5000
IZ	eeg	uV	5000
FC1	eeg	uV	5000
FC2	eeg	uV	5000
CP1	eeg	uV	5000
CP2	eeg	uV	5000
FC5	eeg	uV	5000
FC6	eeg	uV	5000
CP5	eeg	uV	5000
CP6	eeg	uV	5000
TP9	eeg	uV	5000
TP10	eeg	uV	5000
